Grid Pos (microns),Total n (cm-3),Total p (cm-3)
3.5355e+00,2.0000e+18,1.7828e+11
3.5370e+00,2.0000e+18,1.7589e+11
3.5385e+00,2.0000e+18,1.7351e+11
3.5400e+00,2.0000e+18,1.7113e+11
3.5415e+00,2.0000e+18,1.6875e+11
3.5430e+00,2.0000e+18,1.6637e+11
3.5445e+00,2.0000e+18,1.6399e+11
3.5460e+00,2.0000e+18,1.6161e+11
3.5475e+00,2.0000e+18,1.5923e+11
3.5490e+00,2.0000e+18,1.5685e+11
3.5505e+00,2.0000e+18,1.5447e+11
3.5520e+00,2.0000e+18,1.5209e+11
3.5535e+00,2.0000e+18,1.4971e+11
3.5550e+00,2.0000e+18,1.4733e+11
3.5565e+00,2.0000e+18,1.4495e+11
3.5580e+00,2.0000e+18,1.4258e+11
3.5595e+00,2.0000e+18,1.4020e+11
3.5610e+00,2.0000e+18,1.3782e+11
3.5625e+00,2.0000e+18,1.3544e+11
3.5640e+00,2.0000e+18,1.3306e+11
3.5655e+00,2.0000e+18,1.3068e+11
3.5670e+00,2.0000e+18,1.2830e+11
3.5685e+00,2.0000e+18,1.2593e+11
3.5700e+00,2.0000e+18,1.2355e+11
3.5715e+00,2.0000e+18,1.2117e+11
3.5730e+00,2.0000e+18,1.1879e+11
3.5745e+00,2.0000e+18,1.1642e+11
3.5760e+00,2.0000e+18,1.1404e+11
3.5775e+00,2.0000e+18,1.1166e+11
3.5790e+00,2.0000e+18,1.0928e+11
3.5805e+00,2.0000e+18,1.0691e+11
3.5820e+00,2.0000e+18,1.0453e+11
3.5835e+00,2.0000e+18,1.0215e+11
3.5850e+00,2.0000e+18,9.9775e+10
3.5865e+00,2.0000e+18,9.7398e+10
3.5880e+00,2.0000e+18,9.5022e+10
3.5895e+00,2.0000e+18,9.2645e+10
3.5910e+00,2.0000e+18,9.0268e+10
3.5925e+00,2.0000e+18,8.7892e+10
3.5940e+00,2.0000e+18,8.5516e+10
3.5955e+00,2.0000e+18,8.3139e+10
3.5970e+00,2.0000e+18,8.0763e+10
3.5985e+00,2.0000e+18,7.8387e+10
3.6000e+00,2.0000e+18,7.6011e+10
3.6015e+00,2.0000e+18,7.3635e+10
3.6030e+00,2.0000e+18,7.1259e+10
3.6045e+00,2.0000e+18,6.8883e+10
3.6060e+00,2.0000e+18,6.6507e+10
3.6075e+00,2.0000e+18,6.4131e+10
3.6090e+00,2.0000e+18,6.1756e+10
3.6105e+00,2.0000e+18,5.9380e+10
3.6120e+00,2.0000e+18,5.7004e+10
3.6135e+00,2.0000e+18,5.4629e+10
3.6150e+00,2.0000e+18,5.2253e+10
3.6165e+00,2.0000e+18,4.9878e+10
3.6180e+00,2.0000e+18,4.7502e+10
3.6195e+00,2.0000e+18,4.5127e+10
3.6210e+00,2.0000e+18,4.2752e+10
3.6225e+00,2.0000e+18,4.0376e+10
3.6240e+00,2.0000e+18,3.8001e+10
3.6255e+00,2.0000e+18,3.5626e+10
3.6270e+00,2.0000e+18,3.3251e+10
3.6285e+00,2.0000e+18,3.0876e+10
3.6300e+00,2.0000e+18,2.8500e+10
3.6315e+00,2.0000e+18,2.6125e+10
3.6330e+00,2.0000e+18,2.3750e+10
3.6345e+00,2.0000e+18,2.1375e+10
3.6360e+00,2.0000e+18,1.9000e+10
3.6375e+00,2.0000e+18,1.6625e+10
3.6390e+00,2.0000e+18,1.4250e+10
3.6405e+00,2.0000e+18,1.1875e+10
3.6420e+00,2.0000e+18,9.5000e+09
3.6435e+00,2.0000e+18,7.1250e+09
3.6450e+00,2.0000e+18,4.7500e+09
3.6465e+00,2.0000e+18,2.3750e+09
3.6480e+00,2.0000e+18,3.2392e-06
